Year,State,Age Group,Total ,Male,Female
2018,Sarawak, 50 - 54,146.6,76.9,69.7
2018,Sarawak, 55 - 59,127.7,67.3,60.5
2018,Sarawak, 60 - 64,103.3,54.7,48.6
2018,Sarawak, 65 - 69,76.3,39,37.3
2018,Sarawak, 70 - 74,53.4,27.5,25.9
2018,Sarawak, 75 - 79,34.3,16.8,17.5
2018,Sarawak, 80 - 84,19.9,9.5,10.4
2018,Sarawak, 85+,18.3,8.7,9.6
2018,W.P. Kuala Lumpur, 0 - 4,126.3,65,61.3
2018,W.P. Kuala Lumpur, 5 - 9,119.1,62.3,56.8
2018,W.P. Kuala Lumpur, 10 - 14,118.6,61.9,56.7
2018,W.P. Kuala Lumpur, 15 - 19,121.4,61.9,59.5
2018,W.P. Kuala Lumpur, 20 - 24,147.8,76.4,71.4
2018,W.P. Kuala Lumpur, 25 - 29,179.4,94.3,85
2018,W.P. Kuala Lumpur, 30 - 34,179,90.2,88.8
2018,W.P. Kuala Lumpur, 35 - 39,172,88.2,83.8
2018,W.P. Kuala Lumpur, 40 - 44,134.3,70.5,63.8
2018,W.P. Kuala Lumpur, 45 - 49,111.8,55.1,56.7
2018,W.P. Kuala Lumpur, 50 - 54,104.5,50.2,54.3
2018,W.P. Kuala Lumpur, 55 - 59,87.8,48.2,39.6
2018,W.P. Kuala Lumpur, 60 - 64,66.6,34.3,32.4
2018,W.P. Kuala Lumpur, 65 - 69,49.6,24.7,24.9
2018,W.P. Kuala Lumpur, 70 - 74,34.4,17.1,17.3
2018,W.P. Kuala Lumpur, 75 - 79,19.9,9.7,10.2
2018,W.P. Kuala Lumpur, 80 - 84,10.6,5.6,5
2018,W.P. Kuala Lumpur, 85+,6.8,3.6,3.3
2018,W.P. Labuan, 0 - 4,9,4.6,4.3
2018,W.P. Labuan, 5 - 9,8.8,4.5,4.3
2018,W.P. Labuan, 10 - 14,8.7,4.5,4.3
2018,W.P. Labuan, 15 - 19,8.1,4,4.1
2018,W.P. Labuan, 20 - 24,8.3,3.9,4.4
2018,W.P. Labuan, 25 - 29,9.2,4.4,4.8
2018,W.P. Labuan, 30 - 34,10.3,5.2,5.1
2018,W.P. Labuan, 35 - 39,9.9,5.1,4.8
2018,W.P. Labuan, 40 - 44,5.9,3,2.9
2018,W.P. Labuan, 45 - 49,5.4,2.6,2.8
2018,W.P. Labuan, 50 - 54,4.6,2.4,2.2
2018,W.P. Labuan, 55 - 59,3.8,2.1,1.7
2018,W.P. Labuan, 60 - 64,2.8,1.5,1.3
2018,W.P. Labuan, 65 - 69,1.7,0.9,0.8
2018,W.P. Labuan, 70 - 74,1,0.5,0.5
2018,W.P. Labuan, 75 - 79,0.6,0.3,0.3
2018,W.P. Labuan, 80 - 84,0.3,0.2,0.1
2018,W.P. Labuan, 85+,0.5,0.2,0.3
2018,W.P. Putrajaya, 0 - 4,13.9,7.1,6.8
2018,W.P. Putrajaya, 5 - 9,13.7,7.2,6.5
2018,W.P. Putrajaya, 10 - 14,7.8,3.8,4
2018,W.P. Putrajaya, 15 - 19,6.3,2.8,3.5
2018,W.P. Putrajaya, 20 - 24,7.4,3.5,4
2018,W.P. Putrajaya, 25 - 29,4.6,2.7,1.9
2018,W.P. Putrajaya, 30 - 34,10.1,3,7.1
2018,W.P. Putrajaya, 35 - 39,13.4,5.7,7.7
2018,W.P. Putrajaya, 40 - 44,6,2.8,3.1
2018,W.P. Putrajaya, 45 - 49,3.6,1.7,1.9
2018,W.P. Putrajaya, 50 - 54,3.5,1.7,1.8
2018,W.P. Putrajaya, 55 - 59,3.3,1.8,1.5
2018,W.P. Putrajaya, 60 - 64,2.2,1.1,1.2
2018,W.P. Putrajaya, 65 - 69,0.9,0.6,0.3
2018,W.P. Putrajaya, 70 - 74,0.2,0.1,0.1
2018,W.P. Putrajaya, 75 - 79,0.1,0.1,0
2018,W.P. Putrajaya, 80 - 84,0.1,0,0
2018,W.P. Putrajaya, 85+,0.1,0.1,0.1
2019e,Johor, 0 - 4,300.3,155.3,145.1
2019e,Johor, 5 - 9,288.6,150,138.7
2019e,Johor, 10 - 14,288.6,148.7,140
2019e,Johor, 15 - 19,325,168.9,156.1
2019e,Johor, 20 - 24,365.5,201.2,164.3
2019e,Johor, 25 - 29,344.4,192.9,151.6
2019e,Johor, 30 - 34,321.2,176,145.2
2019e,Johor, 35 - 39,295.8,157.4,138.4
2019e,Johor, 40 - 44,237.9,127.3,110.6
2019e,Johor, 45 - 49,217.2,111.8,105.4
2019e,Johor, 50 - 54,196,99.5,96.5
2019e,Johor, 55 - 59,173,90.2,82.8
2019e,Johor, 60 - 64,141.6,70.2,71.4
2019e,Johor, 65 - 69,104.7,52.2,52.6
2019e,Johor, 70 - 74,73.7,36.6,37.1
2019e,Johor, 75 - 79,42.7,20.8,21.9
2019e,Johor, 80 - 84,27.3,13.3,14
2019e,Johor, 85+,20.6,11.1,9.5
2019e,Kedah, 0 - 4,181.3,93.7,87.7
2019e,Kedah, 5 - 9,181.2,93.2,88
2019e,Kedah, 10 - 14,171.7,88.3,83.4
2019e,Kedah, 15 - 19,200,104.8,95.3
2019e,Kedah, 20 - 24,229.9,123.2,106.7
2019e,Kedah, 25 - 29,200.6,107.3,93.3
2019e,Kedah, 30 - 34,158.6,81,77.6
2019e,Kedah, 35 - 39,135.9,68.9,66.9
2019e,Kedah, 40 - 44,122.5,61.6,60.9
2019e,Kedah, 45 - 49,117.5,56.9,60.6
2019e,Kedah, 50 - 54,113.5,54.9,58.6
2019e,Kedah, 55 - 59,105.6,51.7,53.9
2019e,Kedah, 60 - 64,89.4,42.5,47
2019e,Kedah, 65 - 69,68.6,32.2,36.3
2019e,Kedah, 70 - 74,47,22.3,24.7
2019e,Kedah, 75 - 79,27.2,11.6,15.6
2019e,Kedah, 80 - 84,18.1,7.7,10.4
2019e,Kedah, 85+,11.9,5.2,6.7
2019e,Kelantan, 0 - 4,196,100.7,95.3
2019e,Kelantan, 5 - 9,190.8,98,92.7
2019e,Kelantan, 10 - 14,175.2,92.5,82.7
2019e,Kelantan, 15 - 19,187.3,96.6,90.7
2019e,Kelantan, 20 - 24,198.4,102.6,95.8
2019e,Kelantan, 25 - 29,191.1,102,89.2
2019e,Kelantan, 30 - 34,119.4,64,55.4
2019e,Kelantan, 35 - 39,104.1,55.3,48.8
2019e,Kelantan, 40 - 44,86.8,42.3,44.5
2019e,Kelantan, 45 - 49,85.4,39.1,46.4
2019e,Kelantan, 50 - 54,84.5,39.1,45.3
2019e,Kelantan, 55 - 59,79.7,37.1,42.6
2019e,Kelantan, 60 - 64,64.9,29.8,35.1
2019e,Kelantan, 65 - 69,48.3,22.5,25.8
2019e,Kelantan, 70 - 74,35,16,19
2019e,Kelantan, 75 - 79,19.5,8.2,11.4
2019e,Kelantan, 80 - 84,10.7,4.4,6.3
2019e,Kelantan, 85+,8.5,3.7,4.8
2019e,Melaka, 0 - 4,72.3,37.1,35.2
2019e,Melaka, 5 - 9,68.9,34.8,34.1
2019e,Melaka, 10 - 14,70.2,35.3,34.9
2019e,Melaka, 15 - 19,76.6,40.4,36.2
2019e,Melaka, 20 - 24,93.6,48.8,44.8
2019e,Melaka, 25 - 29,103.1,53.3,49.7
2019e,Melaka, 30 - 34,77.6,39.7,37.8
2019e,Melaka, 35 - 39,63.6,31.6,32
2019e,Melaka, 40 - 44,48.8,24.6,24.2
2019e,Melaka, 45 - 49,47.3,23,24.3
2019e,Melaka, 50 - 54,49.3,22.8,26.5
2019e,Melaka, 55 - 59,45.5,22.6,22.9
2019e,Melaka, 60 - 64,37,17.7,19.3
2019e,Melaka, 65 - 69,28.8,13.6,15.2
2019e,Melaka, 70 - 74,22.1,9.9,12.2
2019e,Melaka, 75 - 79,12.5,5.9,6.6
2019e,Melaka, 80 - 84,7.6,3.6,4.1
2019e,Melaka, 85+,6,2.9,3.1
2019e,Negeri Sembilan, 0 - 4,89.5,46,43.5
2019e,Negeri Sembilan, 5 - 9,82.3,41.9,40.4
2019e,Negeri Sembilan, 10 - 14,84.9,43.6,41.3
2019e,Negeri Sembilan, 15 - 19,104.4,56.8,47.7
2019e,Negeri Sembilan, 20 - 24,115.2,62,53.3
2019e,Negeri Sembilan, 25 - 29,112,62,49.9
2019e,Negeri Sembilan, 30 - 34,96.2,53.2,43
2019e,Negeri Sembilan, 35 - 39,73.5,38.5,35
2019e,Negeri Sembilan, 40 - 44,62.7,31.7,31
2019e,Negeri Sembilan, 45 - 49,58.6,28.8,29.8
2019e,Negeri Sembilan, 50 - 54,56.7,27,29.7
2019e,Negeri Sembilan, 55 - 59,54.9,26.4,28.5
2019e,Negeri Sembilan, 60 - 64,48.7,23,25.8
2019e,Negeri Sembilan, 65 - 69,37.3,18.4,19
2019e,Negeri Sembilan, 70 - 74,24.2,11.5,12.7
2019e,Negeri Sembilan, 75 - 79,14.3,6.5,7.8
2019e,Negeri Sembilan, 80 - 84,9,4,4.9
2019e,Negeri Sembilan, 85+,6,2.8,3.1
2019e,Pahang, 0 - 4,138.8,71.3,67.5
2019e,Pahang, 5 - 9,136.8,71,65.8
2019e,Pahang, 10 - 14,143.4,75.8,67.6
2019e,Pahang, 15 - 19,149.7,80.3,69.4
2019e,Pahang, 20 - 24,166,91,75
2019e,Pahang, 25 - 29,170.5,96.8,73.7
2019e,Pahang, 30 - 34,138.5,77.3,61.2
2019e,Pahang, 35 - 39,129.2,72,57.2
2019e,Pahang, 40 - 44,88.5,48.6,39.9
2019e,Pahang, 45 - 49,80.9,41.3,39.5
2019e,Pahang, 50 - 54,76.9,38.6,38.3
2019e,Pahang, 55 - 59,73.1,35.7,37.4
2019e,Pahang, 60 - 64,61.6,30.7,30.9
2019e,Pahang, 65 - 69,47,23.4,23.6
2019e,Pahang, 70 - 74,35.1,17.2,17.9
2019e,Pahang, 75 - 79,18.1,9,9
2019e,Pahang, 80 - 84,11.8,5.6,6.2
2019e,Pahang, 85+,8.8,4.7,4.1
2019e,Penang, 0 - 4,108.8,55.7,53.1
2019e,Penang, 5 - 9,111.7,58.8,52.8
2019e,Penang, 10 - 14,115.1,59.9,55.2
2019e,Penang, 15 - 19,130.5,65.3,65.2
2019e,Penang, 20 - 24,171.8,87,84.8
2019e,Penang, 25 - 29,181,92.8,88.2
2019e,Penang, 30 - 34,158.7,78.8,79.9
2019e,Penang, 35 - 39,144.9,73.5,71.4
2019e,Penang, 40 - 44,118.3,60.5,57.9
2019e,Penang, 45 - 49,112.1,56.3,55.8
2019e,Penang, 50 - 54,102.5,50.7,51.8
2019e,Penang, 55 - 59,88.8,44.3,44.6
2019e,Penang, 60 - 64,77.3,37.7,39.6
2019e,Penang, 65 - 69,59.7,28.3,31.4
2019e,Penang, 70 - 74,44.3,21,23.3
2019e,Penang, 75 - 79,25.1,11.3,13.8
2019e,Penang, 80 - 84,15.7,7,8.7
2019e,Penang, 85+,8.5,4.2,4.3
2019e,Perak, 0 - 4,171.6,88.2,83.4
2019e,Perak, 5 - 9,172,87.1,84.9
2019e,Perak, 10 - 14,186,94.2,91.8
2019e,Perak, 15 - 19,229.6,114.5,115.1
2019e,Perak, 20 - 24,253.1,129.7,123.4
2019e,Perak, 25 - 29,240.9,127.4,113.5
2019e,Perak, 30 - 34,194.2,106.6,87.6
2019e,Perak, 35 - 39,146.4,74.5,71.9
2019e,Perak, 40 - 44,132.5,68.1,64.4
2019e,Perak, 45 - 49,130.2,64.2,65.9
2019e,Perak, 50 - 54,137,65.9,71.2
2019e,Perak, 55 - 59,133.5,66.8,66.8
2019e,Perak, 60 - 64,119.1,58.5,60.6
2019e,Perak, 65 - 69,97.7,46.9,50.8
2019e,Perak, 70 - 74,74.6,35,39.6
2019e,Perak, 75 - 79,43.7,20.6,23.2
2019e,Perak, 80 - 84,30.8,13.2,17.6
2019e,Perak, 85+,19.2,9.7,9.6
2019e,Perlis, 0 - 4,22,11.3,10.6
2019e,Perlis, 5 - 9,20.6,10.4,10.1
2019e,Perlis, 10 - 14,19.5,9.9,9.6
2019e,Perlis, 15 - 19,20.3,10,10.3
2019e,Perlis, 20 - 24,23.1,11.4,11.8
2019e,Perlis, 25 - 29,29.3,15.3,14
2019e,Perlis, 30 - 34,20.9,11.4,9.5
2019e,Perlis, 35 - 39,15.5,8,7.5
2019e,Perlis, 40 - 44,12.2,5.5,6.7
2019e,Perlis, 45 - 49,11.3,5.3,5.9
2019e,Perlis, 50 - 54,13.1,6.3,6.8
2019e,Perlis, 55 - 59,12.5,6,6.5
2019e,Perlis, 60 - 64,10.9,5.1,5.8
2019e,Perlis, 65 - 69,8.8,4.1,4.6
2019e,Perlis, 70 - 74,6.3,3,3.3
2019e,Perlis, 75 - 79,3.8,1.7,2.1
2019e,Perlis, 80 - 84,2.5,1.1,1.4
2019e,Perlis, 85+,1.8,0.8,1
2019e,Selangor, 0 - 4,519.2,268.4,250.8
2019e,Selangor, 5 - 9,508.1,269.1,239
2019e,Selangor, 10 - 14,472.7,242.9,229.8
2019e,Selangor, 15 - 19,477.7,246.8,230.9
2019e,Selangor, 20 - 24,563.8,300.7,263.1
2019e,Selangor, 25 - 29,648.7,348.1,300.6
2019e,Selangor, 30 - 34,719.2,370.3,349
2019e,Selangor, 35 - 39,628.3,323.3,305
2019e,Selangor, 40 - 44,463,244.3,218.7
2019e,Selangor, 45 - 49,390.4,202.4,188.1
2019e,Selangor, 50 - 54,324.1,167.9,156.3
2019e,Selangor, 55 - 59,268.9,140.3,128.6
2019e,Selangor, 60 - 64,203.7,104.4,99.3
2019e,Selangor, 65 - 69,146.4,73.7,72.7
2019e,Selangor, 70 - 74,101.7,47.6,54.1
2019e,Selangor, 75 - 79,47,22.9,24.2
2019e,Selangor, 80 - 84,27,12.7,14.3
2019e,Selangor, 85+,18.6,9.7,8.8
2019e,Terengganu, 0 - 4,138.2,71.7,66.5
2019e,Terengganu, 5 - 9,124.6,63,61.5
2019e,Terengganu, 10 - 14,113.7,58.5,55.2
2019e,Terengganu, 15 - 19,121.5,62.5,59
2019e,Terengganu, 20 - 24,123.5,62.9,60.6
2019e,Terengganu, 25 - 29,121.2,63,58.2
2019e,Terengganu, 30 - 34,96.8,52.1,44.7
2019e,Terengganu, 35 - 39,72.2,38.6,33.6
2019e,Terengganu, 40 - 44,60.3,30.1,30.2
2019e,Terengganu, 45 - 49,57,27.5,29.5
2019e,Terengganu, 50 - 54,55.1,26.4,28.8
2019e,Terengganu, 55 - 59,50.9,25.1,25.9
2019e,Terengganu, 60 - 64,40.4,19.5,20.9
2019e,Terengganu, 65 - 69,28.5,13.9,14.7
2019e,Terengganu, 70 - 74,19.5,9.3,10.2
2019e,Terengganu, 75 - 79,12.1,5.4,6.7
2019e,Terengganu, 80 - 84,5.5,2.6,3
2019e,Terengganu, 85+,4.7,2.2,2.5
2019e,Sabah, 0 - 4,290.8,150.9,139.9
2019e,Sabah, 5 - 9,293.2,149.8,143.4
2019e,Sabah, 10 - 14,307.1,157,150.1
2019e,Sabah, 15 - 19,443.1,235.2,207.9
2019e,Sabah, 20 - 24,471.9,246.7,225.3
2019e,Sabah, 25 - 29,498.6,262.4,236.2
2019e,Sabah, 30 - 34,371.4,197,174.4
2019e,Sabah, 35 - 39,319.7,169,150.7
2019e,Sabah, 40 - 44,225.3,118.6,106.7
2019e,Sabah, 45 - 49,181.5,95.4,86.1
2019e,Sabah, 50 - 54,151,79.4,71.7
2019e,Sabah, 55 - 59,123.4,64.9,58.6
2019e,Sabah, 60 - 64,92.3,49.1,43.2
2019e,Sabah, 65 - 69,57.7,30,27.7
2019e,Sabah, 70 - 74,34.2,17,17.2
2019e,Sabah, 75 - 79,21.9,10.8,11.1
2019e,Sabah, 80 - 84,11.5,5.3,6.2
2019e,Sabah, 85+,8.8,4.6,4.2
2019e,Sarawak, 0 - 4,188.8,97.6,91.2
2019e,Sarawak, 5 - 9,207.3,107.1,100.2
2019e,Sarawak, 10 - 14,236.5,119,117.5
2019e,Sarawak, 15 - 19,261.6,133.9,127.7
2019e,Sarawak, 20 - 24,284.6,153.7,130.9
2019e,Sarawak, 25 - 29,286.7,156,130.7
2019e,Sarawak, 30 - 34,229.7,119.7,110.1
2019e,Sarawak, 35 - 39,196.2,103.3,92.9
2019e,Sarawak, 40 - 44,162.1,84,78.1
2019e,Sarawak, 45 - 49,160.8,82.8,78
2019e,Sarawak, 50 - 54,148.6,77.3,71.3
2019e,Sarawak, 55 - 59,131.3,69.3,62
2019e,Sarawak, 60 - 64,106,56.1,49.8
2019e,Sarawak, 65 - 69,80.6,41.4,39.2
2019e,Sarawak, 70 - 74,56.1,28.7,27.4
2019e,Sarawak, 75 - 79,36.8,18,18.8
2019e,Sarawak, 80 - 84,20.1,9.7,10.4
2019e,Sarawak, 85+,19.1,9.3,9.9
2019e,W.P. Kuala Lumpur, 0 - 4,119.2,61.1,58.1
2019e,W.P. Kuala Lumpur, 5 - 9,113,59.8,53.2
2019e,W.P. Kuala Lumpur, 10 - 14,117.4,61.3,56.1
2019e,W.P. Kuala Lumpur, 15 - 19,123.6,63.1,60.5
2019e,W.P. Kuala Lumpur, 20 - 24,142.8,73.9,68.8
2019e,W.P. Kuala Lumpur, 25 - 29,174.1,92.6,81.5
2019e,W.P. Kuala Lumpur, 30 - 34,174.4,88.5,85.9
2019e,W.P. Kuala Lumpur, 35 - 39,174.5,88.8,85.6
2019e,W.P. Kuala Lumpur, 40 - 44,139.3,72.7,66.6
2019e,W.P. Kuala Lumpur, 45 - 49,111.4,56.9,54.5
2019e,W.P. Kuala Lumpur, 50 - 54,104.4,48.3,56.1
2019e,W.P. Kuala Lumpur, 55 - 59,90.1,49.4,40.7
2019e,W.P. Kuala Lumpur, 60 - 64,69,35.9,33.1
2019e,W.P. Kuala Lumpur, 65 - 69,51.2,25.4,25.8
2019e,W.P. Kuala Lumpur, 70 - 74,36.7,18.4,18.4
2019e,W.P. Kuala Lumpur, 75 - 79,21,10,11
2019e,W.P. Kuala Lumpur, 80 - 84,11.7,6.2,5.4
2019e,W.P. Kuala Lumpur, 85+,7,3.7,3.2
2019e,W.P. Labuan, 0 - 4,8.9,4.6,4.3
2019e,W.P. Labuan, 5 - 9,8.4,4.3,4.1
2019e,W.P. Labuan, 10 - 14,8.7,4.5,4.3
2019e,W.P. Labuan, 15 - 19,8.3,4.1,4.2
2019e,W.P. Labuan, 20 - 24,8.2,3.8,4.3
2019e,W.P. Labuan, 25 - 29,9.2,4.4,4.8
2019e,W.P. Labuan, 30 - 34,9.6,4.8,4.8
2019e,W.P. Labuan, 35 - 39,10.7,5.6,5.1
2019e,W.P. Labuan, 40 - 44,6.1,3.1,3
2019e,W.P. Labuan, 45 - 49,5.4,2.6,2.8
2019e,W.P. Labuan, 50 - 54,4.5,2.3,2.2
2019e,W.P. Labuan, 55 - 59,3.9,2.2,1.8
2019e,W.P. Labuan, 60 - 64,2.9,1.6,1.3
2019e,W.P. Labuan, 65 - 69,1.8,0.9,0.9
2019e,W.P. Labuan, 70 - 74,1.1,0.6,0.5
2019e,W.P. Labuan, 75 - 79,0.6,0.3,0.3
2019e,W.P. Labuan, 80 - 84,0.3,0.2,0.2
2019e,W.P. Labuan, 85+,0.5,0.3,0.3
2019e,W.P. Putrajaya, 0 - 4,12.9,6.4,6.5
2019e,W.P. Putrajaya, 5 - 9,14.5,7.7,6.8
2019e,W.P. Putrajaya, 10 - 14,9,4.6,4.4
2019e,W.P. Putrajaya, 15 - 19,6.8,3,3.8
2019e,W.P. Putrajaya, 20 - 24,8.9,3.9,5
2019e,W.P. Putrajaya, 25 - 29,6.1,3.6,2.5
2019e,W.P. Putrajaya, 30 - 34,8.4,2.1,6.3
2019e,W.P. Putrajaya, 35 - 39,14.6,6,8.6
2019e,W.P. Putrajaya, 40 - 44,7.3,3.4,3.9
2019e,W.P. Putrajaya, 45 - 49,4,1.8,2.2
2019e,W.P. Putrajaya, 50 - 54,3.7,1.7,2.1
2019e,W.P. Putrajaya, 55 - 59,3.5,1.9,1.6
2019e,W.P. Putrajaya, 60 - 64,2.6,1.3,1.3
2019e,W.P. Putrajaya, 65 - 69,1,0.6,0.4
2019e,W.P. Putrajaya, 70 - 74,0.3,0.2,0.1
2019e,W.P. Putrajaya, 75 - 79,0.1,0,0
2019e,W.P. Putrajaya, 80 - 84,0.1,0.1,0
2019e,W.P. Putrajaya, 85+,0.1,0.1,0.1
